Variable,n,nmiss,n_pct,nmiss_pct,Type,dev_cat,Definition
PLUS_DEBT_INST_NOPELL_N,3031,2848,0.5155638714067018,0.48443612859329815,integer,aid,Student recipient count for median PLUS loan debt disbursed to non-Pell-recipients at this institution
PLUS_DEBT_INST_NOPELL_MD,2540,3339,0.432046266371832,0.567953733628168,integer,aid,Median PLUS loan debt disbursed to non-Pell-recipients at this institution
PLUS_DEBT_ALL_NOPELL_N,3958,1921,0.673243748936894,0.32675625106310596,integer,aid,Student recipient count for median PLUS loan debt disbursed to non-Pell-recipients at all institutions
PLUS_DEBT_ALL_NOPELL_MD,3498,2381,0.5949991495152237,0.4050008504847763,integer,aid,Median PLUS loan debt disbursed to non-Pell-recipients at all institutions
PLUS_DEBT_INST_STAFFTHIS_N,1100,4779,0.18710665079095085,0.8128933492090492,integer,aid,Student recipient count for median PLUS loan debt disbursed at this institution to Stafford loan recipients at this institution
PLUS_DEBT_INST_STAFFTHIS_MD,620,5259,0.10546011226399048,0.8945398877360096,integer,aid,Median PLUS loan debt disbursed at this institution to Stafford loan recipients at this institution
PLUS_DEBT_ALL_STAFFTHIS_N,2952,2927,0.5021262119408063,0.49787378805919374,integer,aid,Student recipient count for median PLUS loan debt disbursed at any institution to Stafford loan recipients at this institution
PLUS_DEBT_ALL_STAFFTHIS_MD,2468,3411,0.4197992855927879,0.5802007144072121,integer,aid,Median PLUS loan debt disbursed at any institution to Stafford loan recipients at this institution
PLUS_DEBT_INST_NOSTAFFTHIS_N,1100,4779,0.18710665079095085,0.8128933492090492,integer,aid,Student recipient count for median PLUS loan debt disbursed at this institution to students not receiving a Stafford loan at this institution
PLUS_DEBT_INST_NOSTAFFTHIS_MD,620,5259,0.10546011226399048,0.8945398877360096,integer,aid,Median PLUS loan debt disbursed at this institution to students not receiving a Stafford loan at this institution
PLUS_DEBT_ALL_NOSTAFFTHIS_N,2952,2927,0.5021262119408063,0.49787378805919374,integer,aid,Student recipient count for median PLUS loan debt disbursed at any institution to students not receiving a Stafford loan at this institution
PLUS_DEBT_ALL_NOSTAFFTHIS_MD,2468,3411,0.4197992855927879,0.5802007144072121,integer,aid,Median PLUS loan debt disbursed at any institution to students not receiving a Stafford loan at this institution
PLUS_DEBT_INST_STAFFANY_N,879,5000,0.14951522367749617,0.8504847763225039,integer,aid,Student recipient count for median PLUS loan debt disbursed at this institution to Stafford loan recipients at any institution
PLUS_DEBT_INST_STAFFANY_MD,506,5373,0.0860690593638374,0.9139309406361626,integer,aid,Median PLUS loan debt disbursed at this institution to Stafford loan recipients at any institution
PLUS_DEBT_ALL_STAFFANY_N,1516,4363,0.25786698418098314,0.7421330158190168,integer,aid,Student recipient count for median PLUS loan debt disbursed at any institution to Stafford loan recipients at any institution
PLUS_DEBT_ALL_STAFFANY_MD,928,4951,0.1578499744854567,0.8421500255145433,integer,aid,Median PLUS loan debt disbursed at any institution to Stafford loan recipients at any institution
PLUS_DEBT_INST_NOSTAFFANY_N,879,5000,0.14951522367749617,0.8504847763225039,integer,aid,Student recipient count for median PLUS loan debt disbursed at this institution to students not receiving a Stafford loan at any institution
PLUS_DEBT_INST_NOSTAFFANY_MD,506,5373,0.0860690593638374,0.9139309406361626,integer,aid,Median PLUS loan debt disbursed at this institution to students not receiving a Stafford loan at any institution
PLUS_DEBT_ALL_NOSTAFFANY_N,1516,4363,0.25786698418098314,0.7421330158190168,integer,aid,Student recipient count for median PLUS loan debt disbursed at any institution to students not receiving a Stafford loan at any institution
PLUS_DEBT_ALL_NOSTAFFANY_MD,928,4951,0.1578499744854567,0.8421500255145433,integer,aid,Median PLUS loan debt disbursed at any institution to students not receiving a Stafford loan at any institution
DBRR1_FED_UG_N,5201,678,0.8846742643306685,0.11532573566933152,integer,repayment,Undergraduate federal student loan dollar-based 1-year repayment rate borrower count
DBRR1_FED_UG_NUM,5201,678,0.8846742643306685,0.11532573566933152,num,repayment,Undergraduate federal student loan dollar-based 1-year repayment rate numerator
DBRR1_FED_UG_DEN,5201,678,0.8846742643306685,0.11532573566933152,num,repayment,Undergraduate federal student loan dollar-based 1-year repayment rate denominator
DBRR1_FED_UG_RT,5201,678,0.8846742643306685,0.11532573566933152,num,repayment,Undergraduate federal student loan dollar-based 1-year repayment rate
DBRR1_FED_GR_N,1641,4238,0.27912910358904575,0.7208708964109543,integer,repayment,Graduate federal student loan dollar-based 1-year repayment rate borrower count
DBRR1_FED_GR_NUM,1641,4238,0.27912910358904575,0.7208708964109543,num,repayment,Graduate federal student loan dollar-based 1-year repayment rate numerator
DBRR1_FED_GR_DEN,1641,4238,0.27912910358904575,0.7208708964109543,num,repayment,Graduate federal student loan dollar-based 1-year repayment rate denominator
DBRR1_FED_GR_RT,1641,4238,0.27912910358904575,0.7208708964109543,num,repayment,Graduate federal student loan dollar-based 1-year repayment rate
DBRR1_FED_UGCOMP_N,4713,1166,0.8016669501615921,0.19833304983840788,integer,repayment,Undergraduate borrower completers undergraduate federal student loan dollar-based 1-year repayment rate borrower count
DBRR1_FED_UGCOMP_NUM,4713,1166,0.8016669501615921,0.19833304983840788,num,repayment,Undergraduate borrower completers undergraduate federal student loan dollar-based 1-year repayment rate numerator
DBRR1_FED_UGCOMP_DEN,4713,1166,0.8016669501615921,0.19833304983840788,num,repayment,Undergraduate borrower completers undergraduate federal student loan dollar-based 1-year repayment rate denominator
DBRR1_FED_UGCOMP_RT,4713,1166,0.8016669501615921,0.19833304983840788,num,repayment,Undergraduate borrower completers undergraduate federal student loan dollar-based 1-year repayment rate
DBRR1_FED_UGNOCOMP_N,3312,2567,0.5633611158360265,0.43663888416397345,integer,repayment,Undergraduate borrower non-completers undergraduate federal student loan dollar-based 1-year repayment rate borrower count
DBRR1_FED_UGNOCOMP_NUM,3312,2567,0.5633611158360265,0.43663888416397345,num,repayment,Undergraduate borrower non-completers undergraduate federal student loan dollar-based 1-year repayment rate numerator
DBRR1_FED_UGNOCOMP_DEN,3312,2567,0.5633611158360265,0.43663888416397345,num,repayment,Undergraduate borrower non-completers undergraduate federal student loan dollar-based 1-year repayment rate denominator
DBRR1_FED_UGNOCOMP_RT,3312,2567,0.5633611158360265,0.43663888416397345,num,repayment,Undergraduate borrower non-completers undergraduate federal student loan dollar-based 1-year repayment rate repayment rate
DBRR1_FED_UGUNK_N,3091,2788,0.5257696887225719,0.47423031127742815,integer,repayment,Undergraduate borrowers with unknown completion status undergraduate federal student loan dollar-based 1-year repayment rate borrower count
DBRR1_FED_UGUNK_NUM,3091,2788,0.5257696887225719,0.47423031127742815,num,repayment,Undergraduate borrowers with unknown completion status undergraduate federal student loan dollar-based 1-year repayment rate numerator
DBRR1_FED_UGUNK_DEN,3091,2788,0.5257696887225719,0.47423031127742815,num,repayment,Undergraduate borrowers with unknown completion status undergraduate federal student loan dollar-based 1-year repayment rate denominator
DBRR1_FED_UGUNK_RT,3091,2788,0.5257696887225719,0.47423031127742815,num,repayment,Undergraduate borrowers with unknown completion status undergraduate federal student loan dollar-based 1-year repayment rate repayment rate
DBRR1_FED_GRCOMP_N,1507,4372,0.25633611158360264,0.7436638884163973,integer,repayment,Graduate borrower completers graduate federal student loan dollar-based 1-year repayment rate borrower count
DBRR1_FED_GRCOMP_NUM,1507,4372,0.25633611158360264,0.7436638884163973,num,repayment,Graduate borrower completers graduate federal student loan dollar-based 1-year repayment rate numerator
DBRR1_FED_GRCOMP_DEN,1507,4372,0.25633611158360264,0.7436638884163973,num,repayment,Graduate borrower completers graduate federal student loan dollar-based 1-year repayment rate denominator
DBRR1_FED_GRCOMP_RT,1507,4372,0.25633611158360264,0.7436638884163973,num,repayment,Graduate borrower completers graduate federal student loan dollar-based 1-year repayment rate
DBRR1_FED_GRNOCOMP_N,1507,4372,0.25633611158360264,0.7436638884163973,integer,repayment,Graduate borrower non-completers graduate federal student loan dollar-based 1-year repayment rate borrower count
DBRR1_FED_GRNOCOMP_NUM,1507,4372,0.25633611158360264,0.7436638884163973,num,repayment,Graduate borrower non-completers graduate federal student loan dollar-based 1-year repayment rate numerator
DBRR1_FED_GRNOCOMP_DEN,1507,4372,0.25633611158360264,0.7436638884163973,num,repayment,Graduate borrower non-completers graduate federal student loan dollar-based 1-year repayment rate denominator
DBRR1_FED_GRNOCOMP_RT,1507,4372,0.25633611158360264,0.7436638884163973,num,repayment,Graduate borrower non-completers graduate federal student loan dollar-based 1-year repayment rate repayment rate
DBRR4_FED_UG_N,5017,862,0.8533764245620004,0.14662357543799967,integer,repayment,Undergraduate federal student loan dollar-based 4-year repayment rate borrower count
DBRR4_FED_UG_NUM,5017,862,0.8533764245620004,0.14662357543799967,num,repayment,Undergraduate federal student loan dollar-based 4-year repayment rate numerator
DBRR4_FED_UG_DEN,5017,862,0.8533764245620004,0.14662357543799967,num,repayment,Undergraduate federal student loan dollar-based 4-year repayment rate denominator
DBRR4_FED_UG_RT,5017,862,0.8533764245620004,0.14662357543799967,num,repayment,Undergraduate federal student loan dollar-based 4-year repayment rate
DBRR4_FED_GR_N,1716,4163,0.29188637523388333,0.7081136247661167,integer,repayment,Graduate federal student loan dollar-based 4-year repayment rate borrower count
DBRR4_FED_GR_NUM,1716,4163,0.29188637523388333,0.7081136247661167,num,repayment,Graduate federal student loan dollar-based 4-year repayment rate numerator
DBRR4_FED_GR_DEN,1716,4163,0.29188637523388333,0.7081136247661167,num,repayment,Graduate federal student loan dollar-based 4-year repayment rate denominator
DBRR4_FED_GR_RT,1716,4163,0.29188637523388333,0.7081136247661167,num,repayment,Graduate federal student loan dollar-based 4-year repayment rate
DBRR4_FED_UGCOMP_N,4756,1123,0.8089811192379657,0.19101888076203435,integer,repayment,Undergraduate borrower completers undergraduate federal student loan dollar-based 4-year repayment rate borrower count
DBRR4_FED_UGCOMP_NUM,4756,1123,0.8089811192379657,0.19101888076203435,num,repayment,Undergraduate borrower completers undergraduate federal student loan dollar-based 4-year repayment rate numerator
DBRR4_FED_UGCOMP_DEN,4756,1123,0.8089811192379657,0.19101888076203435,num,repayment,Undergraduate borrower completers undergraduate federal student loan dollar-based 4-year repayment rate denominator
DBRR4_FED_UGCOMP_RT,4756,1123,0.8089811192379657,0.19101888076203435,num,repayment,Undergraduate borrower completers undergraduate federal student loan dollar-based 4-year repayment rate
DBRR4_FED_UGNOCOMP_N,4302,1577,0.7317571015478823,0.2682428984521177,integer,repayment,Undergraduate borrower non-completers undergraduate federal student loan dollar-based 4-year repayment rate borrower count
DBRR4_FED_UGNOCOMP_NUM,4302,1577,0.7317571015478823,0.2682428984521177,num,repayment,Undergraduate borrower non-completers undergraduate federal student loan dollar-based 4-year repayment rate numerator
DBRR4_FED_UGNOCOMP_DEN,4302,1577,0.7317571015478823,0.2682428984521177,num,repayment,Undergraduate borrower non-completers undergraduate federal student loan dollar-based 4-year repayment rate denominator
DBRR4_FED_UGNOCOMP_RT,4302,1577,0.7317571015478823,0.2682428984521177,num,repayment,Undergraduate borrower non-completers undergraduate federal student loan dollar-based 4-year repayment rate repayment rate
DBRR4_FED_UGUNK_N,4358,1521,0.7412825310426944,0.2587174689573057,integer,repayment,Undergraduate borrowers with unknown completion status undergraduate federal student loan dollar-based 4-year repayment rate borrower count
DBRR4_FED_UGUNK_NUM,4358,1521,0.7412825310426944,0.2587174689573057,num,repayment,Undergraduate borrowers with unknown completion status undergraduate federal student loan dollar-based 4-year repayment rate numerator
DBRR4_FED_UGUNK_DEN,4358,1521,0.7412825310426944,0.2587174689573057,num,repayment,Undergraduate borrowers with unknown completion status undergraduate federal student loan dollar-based 4-year repayment rate denominator
DBRR4_FED_UGUNK_RT,4358,1521,0.7412825310426944,0.2587174689573057,num,repayment,Undergraduate borrowers with unknown completion status undergraduate federal student loan dollar-based 4-year repayment rate repayment rate
DBRR5_FED_UG_N,4960,919,0.8436808981119238,0.1563191018880762,integer,repayment,Undergraduate federal student loan dollar-based 5-year repayment rate borrower count
DBRR5_FED_UG_NUM,4960,919,0.8436808981119238,0.1563191018880762,num,repayment,Undergraduate federal student loan dollar-based 5-year repayment rate numerator
DBRR5_FED_UG_DEN,4960,919,0.8436808981119238,0.1563191018880762,num,repayment,Undergraduate federal student loan dollar-based 5-year repayment rate denominator
DBRR5_FED_UG_RT,4960,919,0.8436808981119238,0.1563191018880762,num,repayment,Undergraduate federal student loan dollar-based 5-year repayment rate
DBRR5_FED_GR_N,1918,3961,0.32624596019731245,0.6737540398026876,integer,repayment,Graduate federal student loan dollar-based 5-year repayment rate borrower count
DBRR5_FED_GR_NUM,1918,3961,0.32624596019731245,0.6737540398026876,num,repayment,Graduate federal student loan dollar-based 5-year repayment rate numerator
DBRR5_FED_GR_DEN,1918,3961,0.32624596019731245,0.6737540398026876,num,repayment,Graduate federal student loan dollar-based 5-year repayment rate denominator
DBRR5_FED_GR_RT,1918,3961,0.32624596019731245,0.6737540398026876,num,repayment,Graduate federal student loan dollar-based 5-year repayment rate
DBRR10_FED_UG_N,4436,1443,0.7545500935533254,0.2454499064466746,integer,repayment,Undergraduate federal student loan dollar-based 10-year repayment rate borrower count
DBRR10_FED_UG_NUM,4436,1443,0.7545500935533254,0.2454499064466746,num,repayment,Undergraduate federal student loan dollar-based 10-year repayment rate numerator
DBRR10_FED_UG_DEN,4436,1443,0.7545500935533254,0.2454499064466746,num,repayment,Undergraduate federal student loan dollar-based 10-year repayment rate denominator
DBRR10_FED_UG_RT,4436,1443,0.7545500935533254,0.2454499064466746,num,repayment,Undergraduate federal student loan dollar-based 10-year repayment rate
DBRR10_FED_GR_N,2170,3709,0.36911039292396663,0.6308896070760334,integer,repayment,Graduate federal student loan dollar-based 10-year repayment rate borrower count
DBRR10_FED_GR_NUM,2170,3709,0.36911039292396663,0.6308896070760334,num,repayment,Graduate federal student loan dollar-based 10-year repayment rate numerator
DBRR10_FED_GR_DEN,2170,3709,0.36911039292396663,0.6308896070760334,num,repayment,Graduate federal student loan dollar-based 10-year repayment rate denominator
DBRR10_FED_GR_RT,2170,3709,0.36911039292396663,0.6308896070760334,num,repayment,Graduate federal student loan dollar-based 10-year repayment rate
DBRR20_FED_UG_N,3980,1899,0.676985881952713,0.32301411804728697,integer,repayment,Undergraduate federal student loan dollar-based 20-year repayment rate borrower count
DBRR20_FED_UG_NUM,3980,1899,0.676985881952713,0.32301411804728697,num,repayment,Undergraduate federal student loan dollar-based 20-year repayment rate numerator
DBRR20_FED_UG_DEN,3980,1899,0.676985881952713,0.32301411804728697,num,repayment,Undergraduate federal student loan dollar-based 20-year repayment rate denominator
DBRR20_FED_UG_RT,3980,1899,0.676985881952713,0.32301411804728697,num,repayment,Undergraduate federal student loan dollar-based 20-year repayment rate
DBRR20_FED_GR_N,1660,4219,0.2823609457390713,0.7176390542609288,integer,repayment,Graduate federal student loan dollar-based 20-year repayment rate borrower count
DBRR20_FED_GR_NUM,1660,4219,0.2823609457390713,0.7176390542609288,num,repayment,Graduate federal student loan dollar-based 20-year repayment rate numerator
DBRR20_FED_GR_DEN,1660,4219,0.2823609457390713,0.7176390542609288,num,repayment,Graduate federal student loan dollar-based 20-year repayment rate denominator
DBRR20_FED_GR_RT,1660,4219,0.2823609457390713,0.7176390542609288,num,repayment,Graduate federal student loan dollar-based 20-year repayment rate
DBRR1_PP_UG_N,3708,2171,0.6307195101207689,0.3692804898792312,integer,repayment,Undergraduate Parent PLUS Loan dollar-based 1-year repayment rate borrower count
DBRR1_PP_UG_NUM,3708,2171,0.6307195101207689,0.3692804898792312,num,repayment,Undergraduate Parent PLUS Loan dollar-based 1-year repayment rate numerator
DBRR1_PP_UG_DEN,3708,2171,0.6307195101207689,0.3692804898792312,num,repayment,Undergraduate Parent PLUS Loan dollar-based 1-year repayment rate denominator
DBRR1_PP_UG_RT,3708,2171,0.6307195101207689,0.3692804898792312,num,repayment,Undergraduate Parent PLUS Loan dollar-based 1-year repayment rate
DBRR1_PP_UGCOMP_N,2448,3431,0.4163973464874979,0.5836026535125022,integer,repayment,Undergraduate student completers Parent PLUS Loan dollar-based 1-year repayment rate borrower count
DBRR1_PP_UGCOMP_NUM,2448,3431,0.4163973464874979,0.5836026535125022,num,repayment,Undergraduate student completers Parent PLUS Loan dollar-based 1-year repayment rate numerator
DBRR1_PP_UGCOMP_DEN,2448,3431,0.4163973464874979,0.5836026535125022,num,repayment,Undergraduate student completers Parent PLUS Loan dollar-based 1-year repayment rate denominator
DBRR1_PP_UGCOMP_RT,2448,3431,0.4163973464874979,0.5836026535125022,num,repayment,Undergraduate student completers Parent PLUS Loan dollar-based 1-year repayment rate
DBRR1_PP_UGNOCOMP_N,1804,4075,0.30685490729715936,0.6931450927028406,integer,repayment,Undergraduate student non-completers Parent PLUS Loan dollar-based 1-year repayment rate borrower count
DBRR1_PP_UGNOCOMP_NUM,1804,4075,0.30685490729715936,0.6931450927028406,num,repayment,Undergraduate student non-completers Parent PLUS Loan dollar-based 1-year repayment rate numerator
DBRR1_PP_UGNOCOMP_DEN,1804,4075,0.30685490729715936,0.6931450927028406,num,repayment,Undergraduate student non-completers Parent PLUS Loan dollar-based 1-year repayment rate denominator
DBRR1_PP_UGNOCOMP_RT,1804,4075,0.30685490729715936,0.6931450927028406,num,repayment,Undergraduate student non-completers Parent PLUS Loan dollar-based 1-year repayment rate repayment rate
DBRR1_PP_UGUNK_N,1477,4402,0.25123320292566764,0.7487667970743324,integer,repayment,Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 1-year repayment rate borrower count
DBRR1_PP_UGUNK_NUM,1477,4402,0.25123320292566764,0.7487667970743324,num,repayment,Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 1-year repayment rate numerator
DBRR1_PP_UGUNK_DEN,1477,4402,0.25123320292566764,0.7487667970743324,num,repayment,Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 1-year repayment rate denominator
DBRR1_PP_UGUNK_RT,1477,4402,0.25123320292566764,0.7487667970743324,num,repayment,Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 1-year repayment rate repayment rate
DBRR4_PP_UG_N,3478,2401,0.5915972104099336,0.4084027895900663,integer,repayment,Undergraduate Parent PLUS Loan dollar-based 4-year repayment rate borrower count
DBRR4_PP_UG_NUM,3478,2401,0.5915972104099336,0.4084027895900663,num,repayment,Undergraduate Parent PLUS Loan dollar-based 4-year repayment rate numerator
DBRR4_PP_UG_DEN,3478,2401,0.5915972104099336,0.4084027895900663,num,repayment,Undergraduate Parent PLUS Loan dollar-based 4-year repayment rate denominator
DBRR4_PP_UG_RT,3478,2401,0.5915972104099336,0.4084027895900663,num,repayment,Undergraduate Parent PLUS Loan dollar-based 4-year repayment rate
DBRR4_PP_UGCOMP_N,2340,3539,0.39802687531893177,0.6019731246810682,integer,repayment,Undergraduate student completers Parent PLUS Loan dollar-based 4-year repayment rate borrower count
DBRR4_PP_UGCOMP_NUM,2340,3539,0.39802687531893177,0.6019731246810682,num,repayment,Undergraduate student completers Parent PLUS Loan dollar-based 4-year repayment rate numerator
DBRR4_PP_UGCOMP_DEN,2340,3539,0.39802687531893177,0.6019731246810682,num,repayment,Undergraduate student completers Parent PLUS Loan dollar-based 4-year repayment rate denominator
DBRR4_PP_UGCOMP_RT,2340,3539,0.39802687531893177,0.6019731246810682,num,repayment,Undergraduate student completers Parent PLUS Loan dollar-based 4-year repayment rate
DBRR4_PP_UGNOCOMP_N,1743,4136,0.2964789930260248,0.7035210069739751,integer,repayment,Undergraduate student non-completers Parent PLUS Loan dollar-based 4-year repayment rate borrower count
DBRR4_PP_UGNOCOMP_NUM,1743,4136,0.2964789930260248,0.7035210069739751,num,repayment,Undergraduate student non-completers Parent PLUS Loan dollar-based 4-year repayment rate numerator
DBRR4_PP_UGNOCOMP_DEN,1743,4136,0.2964789930260248,0.7035210069739751,num,repayment,Undergraduate student non-completers Parent PLUS Loan dollar-based 4-year repayment rate denominator
DBRR4_PP_UGNOCOMP_RT,1743,4136,0.2964789930260248,0.7035210069739751,num,repayment,Undergraduate student non-completers Parent PLUS Loan dollar-based 4-year repayment rate repayment rate
DBRR4_PP_UGUNK_N,1976,3903,0.33611158360265353,0.6638884163973465,integer,repayment,Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 4-year repayment rate borrower count
DBRR4_PP_UGUNK_NUM,1976,3903,0.33611158360265353,0.6638884163973465,num,repayment,Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 4-year repayment rate numerator
DBRR4_PP_UGUNK_DEN,1976,3903,0.33611158360265353,0.6638884163973465,num,repayment,Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 4-year repayment rate denominator
DBRR4_PP_UGUNK_RT,1976,3903,0.33611158360265353,0.6638884163973465,num,repayment,Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 4-year repayment rate repayment rate
DBRR5_PP_UG_N,3541,2338,0.6023133185915972,0.3976866814084028,integer,repayment,Undergraduate Parent PLUS Loan dollar-based 5-year repayment rate borrower count
DBRR5_PP_UG_NUM,3541,2338,0.6023133185915972,0.3976866814084028,num,repayment,Undergraduate Parent PLUS Loan dollar-based 5-year repayment rate numerator
DBRR5_PP_UG_DEN,3541,2338,0.6023133185915972,0.3976866814084028,num,repayment,Undergraduate Parent PLUS Loan dollar-based 5-year repayment rate denominator
DBRR5_PP_UG_RT,3541,2338,0.6023133185915972,0.3976866814084028,num,repayment,Undergraduate Parent PLUS Loan dollar-based 5-year repayment rate
DBRR10_PP_UG_N,3273,2606,0.556727334580711,0.443272665419289,integer,repayment,Undergraduate Parent PLUS Loan dollar-based 10-year repayment rate borrower count
DBRR10_PP_UG_NUM,3273,2606,0.556727334580711,0.443272665419289,num,repayment,Undergraduate Parent PLUS Loan dollar-based 10-year repayment rate numerator
DBRR10_PP_UG_DEN,3273,2606,0.556727334580711,0.443272665419289,num,repayment,Undergraduate Parent PLUS Loan dollar-based 10-year repayment rate denominator
DBRR10_PP_UG_RT,3273,2606,0.556727334580711,0.443272665419289,num,repayment,Undergraduate Parent PLUS Loan dollar-based 10-year repayment rate
DBRR20_PP_UG_N,2535,3344,0.4311957815955094,0.5688042184044906,integer,repayment,Undergraduate Parent PLUS Loan dollar-based 20-year repayment rate borrower count
DBRR20_PP_UG_NUM,2535,3344,0.4311957815955094,0.5688042184044906,num,repayment,Undergraduate Parent PLUS Loan dollar-based 20-year repayment rate numerator
DBRR20_PP_UG_DEN,2535,3344,0.4311957815955094,0.5688042184044906,num,repayment,Undergraduate Parent PLUS Loan dollar-based 20-year repayment rate denominator
DBRR20_PP_UG_RT,2535,3344,0.4311957815955094,0.5688042184044906,num,repayment,Undergraduate Parent PLUS Loan dollar-based 20-year repayment rate
BBRR2_FED_UG_N,5114,765,0.8698758292226569,0.1301241707773431,integer,repayment,Undergraduate federal student loan borrower-based 2-year borrower count
BBRR2_FED_UG_DFLT,3819,2060,0.6496002721551284,0.35039972784487156,num,repayment,Percentage of undergraduate federal student loan borrowers in default after 2 years
BBRR2_FED_UG_DLNQ,3007,2872,0.5114815444803538,0.4885184555196462,num,repayment,Percentage of undergraduate federal student loan borrowers in delinquency after 2 years
BBRR2_FED_UG_FBR,4761,1118,0.8098316040142881,0.19016839598571184,num,repayment,Percentage of undergraduate federal student loan borrowers in forbearance after 2 years
BBRR2_FED_UG_DFR,4051,1828,0.6890627657764926,0.3109372342235074,num,repayment,Percentage of undergraduate federal student loan borrowers in deferment after 2 years
BBRR2_FED_UG_NOPROG,4739,1140,0.8060894709984692,0.19391052900153088,num,repayment,Percentage of undergraduate federal student loan borrowers not making progress after 2 years
BBRR2_FED_UG_MAKEPROG,4726,1153,0.8038782105800306,0.19612178941996936,num,repayment,Percentage of undergraduate federal student loan borrowers making progress after 2 years
BBRR2_FED_UG_PAIDINFULL,3029,2850,0.5152236774961728,0.4847763225038272,num,repayment,Percentage of undergraduate federal student loan borrowers paid in full after 2 years
BBRR2_FED_UG_DISCHARGE,1635,4244,0.27810852185745877,0.7218914781425413,num,repayment,Percentage of undergraduate federal student loan borrowers with all loans discharged after 2 years
BBRR2_FED_UGCOMP_N,4709,1170,0.8009865623405341,0.19901343765946589,integer,repayment,Undergraduate completer undergraduate federal student loan borrower-based 2-year borrower count
BBRR2_FED_UGCOMP_DFLT,1538,4341,0.2616091171968022,0.7383908828031979,num,repayment,Percentage of undergraduate completer undergraduate federal student loan borrowers in default after 2 years
BBRR2_FED_UGCOMP_DLNQ,1555,4324,0.2645007654362987,0.7354992345637014,num,repayment,Percentage of undergraduate completer undergraduate federal student loan borrowers in delinquency after 2 years
BBRR2_FED_UGCOMP_FBR,3596,2283,0.6116686511311448,0.3883313488688552,num,repayment,Percentage of undergraduate completer undergraduate federal student loan borrowers in forbearance after 2 years
BBRR2_FED_UGCOMP_DFR,2897,2982,0.49277087940125874,0.5072291205987413,num,repayment,Percentage of undergraduate completer undergraduate federal student loan borrowers in deferment after 2 years
BBRR2_FED_UGCOMP_NOPROG,3757,2122,0.6390542609287294,0.36094573907127064,num,repayment,Percentage of undergraduate completer undergraduate federal student loan borrowers not making progress after 2 years
BBRR2_FED_UGCOMP_MAKEPROG,3273,2606,0.556727334580711,0.443272665419289,num,repayment,Percentage of undergraduate completer undergraduate federal student loan borrowers making progress after 2 years
BBRR2_FED_UGCOMP_PAIDINFULL,2025,3854,0.34444633441061406,0.655553665589386,num,repayment,Percentage of undergraduate completer undergraduate federal student loan borrowers paid in full after 2 years
BBRR2_FED_UGCOMP_DISCHARGE,243,5636,0.04133356012927369,0.9586664398707264,num,repayment,Percentage of undergraduate completer undergraduate federal student loan borrowers with all loans discharged after 2 years
BBRR2_FED_UGNOCOMP_N,3509,2370,0.5968702160231332,0.4031297839768668,integer,repayment,Undergraduate non-completer undergraduate federal student loan borrower-based 2-year borrower count
BBRR2_FED_UGNOCOMP_DFLT,2379,3500,0.4046606565742473,0.5953393434257527,num,repayment,Percentage of undergraduate non-completer undergraduate federal student loan borrowers in default after 2 years
BBRR2_FED_UGNOCOMP_DLNQ,1564,4315,0.2660316380336792,0.7339683619663208,num,repayment,Percentage of undergraduate non-completer undergraduate federal student loan borrowers in delinquency after 2 years
BBRR2_FED_UGNOCOMP_FBR,2865,3014,0.4873277768327947,0.5126722231672053,num,repayment,Percentage of undergraduate non-completer undergraduate federal student loan borrowers in forbearance after 2 years
BBRR2_FED_UGNOCOMP_DFR,2636,3243,0.448375574077224,0.5516244259227759,num,repayment,Percentage of undergraduate non-completer undergraduate federal student loan borrowers in deferment after 2 years
BBRR2_FED_UGNOCOMP_NOPROG,2893,2986,0.49209049158020074,0.5079095084197993,num,repayment,Percentage of undergraduate non-completer undergraduate federal student loan borrowers not making progress after 2 years
BBRR2_FED_UGNOCOMP_MAKEPROG,2326,3553,0.3956455179452288,0.6043544820547713,num,repayment,Percentage of undergraduate non-completer undergraduate federal student loan borrowers making progress after 2 years
BBRR2_FED_UGNOCOMP_PAIDINFULL,1573,4306,0.2675625106310597,0.7324374893689403,num,repayment,Percentage of undergraduate non-completer undergraduate federal student loan borrowers paid in full after 2 years
BBRR2_FED_UGNOCOMP_DISCHARGE,614,5265,0.10443953053240349,0.8955604694675965,num,repayment,Percentage of undergraduate non-completer undergraduate federal student loan borrowers with all loans discharged after 2 years
BBRR2_FED_UGUNK_N,3359,2520,0.5713556727334581,0.42864432726654195,integer,repayment,Undergraduate unknown completion status undergraduate federal student loan borrower-based 2-year borrower count
BBRR2_FED_UGUNK_DFLT,1005,4874,0.17094744004082327,0.8290525599591767,num,repayment,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in default after 2 years
BBRR2_FED_UGUNK_DLNQ,572,5307,0.09729545841129444,0.9027045415887056,num,repayment,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in delinquency after 2 years
